song,artist,lyrics
hold-on-we're-going-home,drake,"I got my eyes on you
You're everything that I see
I want your high love and emotion endlessly
I can't get over you
You left your mark on me
I want your high love and emotion endlessly Cause you're a good girl and you know it
You act so different around me
Cause you're a good girl and you know it
I know exactly who you could be
Just hold on we're going home
Just hold on we're going home
It's hard to do these things alone
Just hold on we're going home (home) I got my eyes on you
You're everything that I see
I want your high love and emotion endlessly
I can't get over you
You left your mark on me
I want your high love and emotion endlessly Cause you're a good girl and you know it (oh yeah)
You act so different around me
Cause you're a good girl and you know it
I know exactly who you could be So just hold on we're going home (going home)
Just hold on we're going home (going home)
It's hard to do these things alone (things alone)
Just hold on we're going home (going home, going home) You're the girl
You're the one
Gave you everything I love
I think there's something, baby
I think there's something, baby You're the girl
You're the one
Gave you everything I love
I think there's something, baby
I think there's something, baby Cause you're a good girl and you know it
You act so different around me
Cause you're a good girl and you know it
I know exactly who you could be Oh just hold on we're going home (going home)
Just hold on we're going home (going home)
It's hard to do these things alone (things alone)
Just hold on we're going home (going home, going home)
Hold on"
that's-how-you-feel,drake,"Yeah, woo I'm just in the cut sittin' sideways
Way that you lookin' all the time
Time gets to tickin' and it takes a toll
Told you I couldn't really draw the line
Line ringin', sayin' that you told him things
Things that you could've kept inside
Sidetrackin' me when I was good to you
You were somebody I would stand behind I know you like to drink 'til the sun up
Grind 'til you come up
Work all winter
Shine all summer
Ride for your brother
You die for your mother
Keep that shit a hunna
I know you wanna
Vacay to a place where you could
Take pictures, post on Insta'
Your friends say they miss ya'
But they don't really miss ya' Rule number one, to be a boss ass bitch: (uh-huh)
Never let a clown nigga try to play you (okay)
If he play you, then rule number two (okay)
Is fuck his best friends and make 'em yes men (okay)
(Wow, that's how you feel?) I'm just in the cut sittin' sideways
Way that you lookin' all the time
Time and it left you with a broken heart
Hardly excuses how you play with mine
Mindin' my business and you show up
Up to no good, I should've seen the signs
Signin' me up to do your dirty work
Workin' to try to get you off my mind I know you like to drink 'til the sun up
Grind 'til you come up
Work all winter
Shine all summer
Ride for your brother
You die for your mother
Keep that shit a hunna
I know you wanna
Vacay to a place where you could
Take pictures, post on Insta'
Your friends say they miss ya'
But they don't really miss ya' What the fuck, this ain't Chanel, nigga!? Custom down!?
What the fuck, I ain't smokin' hot!? Bust me down!?
You the same clown nigga that was runnin' me down!?
Now you all up in my...'cause you wanna be down!? (okay)
(Wow, that's how you feel?)"
peak,drake,"Treat you like princess
Rest in heaven, Diana
Piquing my interest
She got peak like Montana
England breeds proper girls
Where are all your good manners?
Reply with pleasantries
Honestly, I can't stand ya Oh, oh, oh, oh
Oh, oh, oh, you gon' make me turn up on you
Oh, oh, oh, oh
Oh, oh, oh, you gon' make me turn up on you What you thought of me?
Never had me missin' a beat
That's just a view from a cheap seat
They don't want problems with me
Talk used to be cheap, nowadays it's free
People are only as tough as they phone allows them to be
Girl, that could never be me
I found my peace, I'm about to say my piece
You might not agree with me ""Bitch been with this boy, yeah, for 4 weeks""
""I told her go on a date""
""All of a sudden she married""
""[?] bloodclaat married"" Oh, oh, oh, oh
Oh, oh, oh, you gon' make me turn up on you
Oh, oh, oh, oh
Oh, oh, oh, you gon' make me turn up on you — What I'm sayin', in today really at our big
Big age if you're gettin' with someone right now
And you're linking them for couple weeks
They should know 'This is the girl I kinda want to see'
So lemme lock off the ting
But obviously in the world that we live in today is not like that
— He is... did that — but obviously it takes time
— You're chattin' shit
First of all you shouldn't have no problems at the beginning
It should be like honeymoon-
— That's what I said, that's what I said!
The beginning is always honeymoon season
— Yeah, well you overdo it and he's overdoin' it
Both of you are overdoin' it right now
— Yeah, well, alright"
marvin's-room,drake,"Hello? Yeah, I just walked in
Yeah, I'm good. you still working?
Tonight... right now? Did I go out? Yeah, I went out
I went. I went to a couple of clubs
I never went to bed, shit. wine or water
You said something about a cold drink?
I don't know, I'm delirious. Cups of the Rosé, bitches in my old phone
I should call one and go home, I've been in this club too long
The woman that I would try is happy with a good guy
But I've been drinking so much that I'mma call her anyway and say Fuck that nigga that you love so bad
I know you still think about the times we had
I say fuck that nigga that you think you found
And since you picked up, I know he's not around (Are you drunk right now?)
I'm just saying you could do better
Tell me have you heard that lately?
I'm just saying you could do better
And I'll start hating only if you make me Uh, cups of the XO, all my people been here
I see all of her friends here guess she don't have the time to kick it no more
Flights in the morning, what you doing that's so important?
I've been drinking so much that I'mma call you anyway and say Fuck that nigga that you love so bad
I know you still think about the times we had
I say fuck that nigga that you think you found
And since you picked up, I know he's not around (Are you drunk right now?)
I'm just saying you could do better
Tell me have you heard that lately?
I'm just saying you could do better
And I'll start hating only if you make me I think I'm addicted to naked pictures
And sitting talking 'bout bitches that we almost had
I don't think I'm conscious of making
Monsters outta the women I sponsor 'til it all goes bad
But shit, it's all good
We threw a party, yeah, we threw a party
Bitches came over, yeah, we threw a party
I was just calling cause they were just leaving
Talk to me please don't have much to believe in
I need you right now, are you down to listen to me?
Too many drinks have been given to me
I got some women that's living off me
Paid for their flights and hotels, I'm ashamed
Bet that you know them, I won't say no names
After a while, girl, they all seem the same
I've had sex four times this week: I'll explain
Having a hard time adjusting to fame
Sprite in that mixture, I've been talking crazy, girl
I'm lucky that you picked up, lucky that you stayed on
I need someone to put this weight on, ""Well, I'm sorry"" (Are you drunk right now?)
I'm just saying you could do better
Tell me have you heard that lately?
I'm just saying you could do better
And I'll start hating only if you make me You're not going to come?
Guess I'm 'bout to just kick it here then Just throw up while I hold your hair back
Her white friend said ""you niggas crazy""
I hope no one heard that, I hope no one heard that
Cause if they did, we gonna be in some trouble 176 Follow Embed"
8-out-of-10,drake,"Too rich for who? Y'all just got rich again
Who grips the mic and likes to kill they friends?
I've never been the type to make amends
If shit was at a eight we like to, we like to, we like to-
Yeah, if shit was at a eight we like to make it ten
1da sent this in, I'm goin' up all the way
I don't like to talk when there's nothin' else left to say Drizzy 'bout to drop, the game is in disarray
I'd tell you hear me out but we both know end of the day
Your sister is pressin' play, your trainer is pressin' play
Your wifey, your wifey, your wifey, your wifey- I gotta breathe in real deep when I catch an attitude
I got a whole nother level that I can tap into
Max said they only bless when they attached to you
The only deadbeats is whatever beats I been rappin' to
And the product is still the best though
It's only good in my city because I said so
Just to fit the estate, man
I had to cop a feel like presto, voilà, tada Never a matter of ""Could I?"" or ""Should I?""
Kiss my son on the forehead then kiss your ass goodbye
As luck would have it I've settled into my role as the good guy
I guess luck is on your side, I guess luck is on your side
All sevens, no sixes, rest easy, get some shut eye
Hold on, hold on, but I-
Miss makin' 'em pay
Helipad from Will Smith crib straight to the stage
Three Forum shows, but I played Staples today
The neighborhood is smokey, y'all stay safe in this place Drizzy 'bout to drop, the game is in disarray
I'd tell you hear me out but we both know end of the day
Your niggas is pressin' play, your nanny is pressin' play
Your wifey, your wifey, your wifey, your wifey- Had to go and hit reset, now we here
I been on top for three sets of three years
I can't be around the niggas you minglin' with
I can't fly if I can't sit on the wing of that shit
Try to pay it less mind
They been keepin' tabs on me like I'm payin' next time
I think I sense a little fear from the other side
White vans parked across the street, real subtle guys Yeah, never a matter of ""Could I?"" or ""Should I?""
Kiss my mom on the forehead, then kiss your ass goodbye
As luck would have it I've settled into my role as the good guy
I guess luck is on your side, I guess luck is on your side
All sevens, no sixes, rest easy, get some shut eye
Hold on, hold on, but I- (haha) Hahaha, I can't argue with you
No! You mad!
Look at you! You mad!
You big mad! (hahaha)
I'm happy!
Leave me alone!
I just want some money
A lot of money
I don't get paid to argue with you
No! Who is you?
You ain't nobody
You mad!"
fancy,drake,"Go, go 'head
Go, go, go 'head
Go, go, go, go, go, go 'head
Go, go, go, go, go, go 'head Oh, you fancy, huh?
Oh, you fancy, huh?
Oh, you fancy, huh?
Oh, you fancy, huh? Nail done, hair done
Everything did
Nails done, hair done
Everything did Oh, you fancy, huh?
Oh, you fancy, huh?
Oh, you fancy, huh?
Oh, you fancy, huh? Nail done, hair done
Everything did
Nails done, hair done
Everything did Oh, you fancy, huh? You getting ready so I know we gon' be here awhile
In the bathroom, flat irons and nail files
Spending hours in salons on your hairstyles
In the mall steady racking up the air miles Hit the gym, step on the scales stare at the number
You say you dropping 10 pounds, preparing for summer
And you don't do it for the man, men never notice
You just do it for yourself, you're the fucking coldest Intelligent too, ooh, you're my sweetheart
I've always liked my women book and street smart
Long as they got a little class like half days
And the confidence to overlook my past ways Time heals all and heels hurt to walk in
But they go with the clutch that you carry your lip-gloss in
And look, I really think that nobody does it better
I love the way that you put it together Oh, you fancy, huh?
Oh, you fancy, huh?
Oh, you fancy, huh?
Oh, you fancy, huh? Nail done, hair done
Everything did
Nails done, hair done
Everything did Oh, you fancy, huh?
Oh, you fancy, huh?
Oh, you fancy, huh?
Oh, you fancy, huh? Nail done, hair done
Everything did
Nails done, hair done
Everything did Oh, you fancy, huh? Well, aren't you a breath of fresh air?
From all these superficial gold digging bitches in here
They get a baller, think that they ain't got to pick a career
Guess they plan on sucking dicks until some millions appear Like voila, you do it right, he just might buy you a car
Unless you play these suckers just like B.O.B play the guitar
Now here you are with your girls having drinks at the bar
I say I'm buying, you decline, that is kinda bizarre Independent with the demeanor of an R 'n B singer
Make it ring finger, M3 beamer
Champagne Range, triple white Jag
Closet full of brand new clothes and handbags Alexander McQueen, Prada, Gucci, Chanel
D&G, BCBG, Versace, Louie and Bebe
Ya ain't needy, greedy or easy as these other breezies
Who fuck for bottles of Riesling or beaus that beg zeebee Oh, you fancy, huh?
Oh, you fancy, huh?
Oh, you fancy, huh?
Oh, you fancy, huh? Nail done, hair done
Everything did
Nails done, hair done
Everything did Oh, you fancy, huh?
Oh, you fancy, huh?
Oh, you fancy, huh?
Oh, you fancy, huh? Nail done, hair done
Everything did
Nails done, hair done
Everything did Oh, you fancy, huh? Atlanta girls, let me see your hands
Wave 'em at them bitches hating on you with their friends
Girl, you got it, let 'em know everything big
Nails done, hair done, everything big And my NY girls, let me see your hands
Wave 'em at them bitches hating on you with their friends
Girl, you got it, let 'em know everything big
Nails done, hair done, everything big And my L.A. girls, let me see your hands
Wave 'em at them bitches hating on you with their friends
Girl, you got it, let 'em know everything big
Nails done, hair done, everything big And my TO girls, let me see your hands
Wave' em at them bitches hating on you with their friends
Girl, you got it, let 'em know everything big
Nails done, hair done, nails done, hairs done Say go Cinderella, go Cinderella
Orgasm blush, lipstick and concealer
Devil in a tight dress, girl, you a killer
And ain't nobody realer and ain't nobody realer Go, go, go, go, go
Go, go, go, go, go, go
(Showtime)
As we proceed 5 and a half in boys, ass is off the hook
Cinderella 'bout to lose the glass off her foot
And when I find it, is when I find you
And we can do the things we never got the time to Better late than never, but never late is better
They tell me time is money, well, we'll spend it together
I'm down for whatever, you just lead the way
We go to dinner, you all don't even look at me to pay Mature women with more than me were the first to tempt me
And Jason had this girl Tammy with a purple Bentley
How she got it, I ain't never get to ask
I just knew that she was fine like a ticket on the dash Yeah, but shout out to the homeowners
The girls that got diplomas and enough money to loan us
A little something extra, should we ever need it
If it sounds like you, then let me hear you repeat it Oh, you fancy, huh?
Oh, you fancy, huh?
Oh, you fancy, huh?
Oh, you fancy, huh? Nail done, hair done
Everything did
Nails done, hair done
Everything did Oh, you fancy, huh?
Oh, you fancy, huh?
Oh, you fancy, huh?
Oh, you fancy, huh? Nail done, hair done
Everything did
Nails done, hair done
Everything did Oh, you fancy, huh?"
over,drake,"I know way too many people here right now
That I didn't know last year, who the fuck are y'all?
I swear it feels like the last few nights we've been everywhere and back
But I just can't remember it all What am I doing?
What am I doing?
Oh yeah, that's right, I'm doin' me, I'm doin' me
I'm living life right now, man, and this what I'mma do 'til it's over 'Til it's over
But it's far from over Alright, bottles on me, long as someone drink it Never drop the ball, fuck it y'all thinkin'?
Makin' sure the Young Money ship is never sinkin'
'Bout to set it off in this bitch, Jada Pinkett
I shouldn't have drove, tell me how I'm getting home? You too fine to be layin' down in bed alone
I could teach you how to speak my language, Rosetta Stone
I swear this life is like the sweetest thing I've ever known
Got the gold thriller, Mike Jackson on these niggas All I need's a fucking red jacket with some zippers
Super-good smidoke, a package of the Swisher's
I did it overnight, it couldn't happen any quicker
Y'all know them? Well, fuck it, me either Point the biggest skeptic out, I'll make him a believer
It wouldn't be the first time I done it throwin' hundreds
When I should be throwin' ones, bitch, I run it I know way too many people here right now
That I didn't know last year
Who the fuck are y'all?
I swear it feels like the last few nights we've been everywhere and back But I just can't remember it all
What am I doing?
What am I doing?
Oh yeah, that's right, I'm doin' me, I'm doin' me I'm living life right now, man, and this what I'mma do 'til it's over
'Til it's over
But it's far from over One thing about music, when it hits you feel no pain
And I swear I got the shit that makes these bitches go insane
So they tell me that they love me, I know better than that, it's just game
It's what comes with the fame and I'm ready for that, I'm just sayin' I really can't complain, everything is kosher
Two thumbs up
Ebert and Roper
I really can't see the end getting any closer But I'll probably still be the man when everything is over
So I'm riding through this city with my high-beams on
Can you see me? Can you see me? Get your Visine on
Y'all just do not fit the picture, turn your wise friend on If you thinkin' I'mma quit before I die, dream on
Man, they treat me like a legend, am I really this cold?
I'm really too young to be feeling this old
It's about time you admit it, who you kiddin'? And nobody's ever done it like I did it I know way too many people here right now
That I didn't know last year, who the fuck are y'all?
I swear it feels like the last few nights we've been everywhere and back
But I just can't remember it all
What am I doing?
What am I doing?
Oh yeah, that's right, I'm doin' me, I'm doin' me
I'm living life right now, man, and this what I'mma do 'til it's over
'Til it's over
But it's far from over Yeah, that's right, I'm doin' me, I'm doin' me
I'm living life right now, man, and this what I'mma do 'til it's over
'Til it's over
But it's far from over"
i'm-on-one,drake,"I'm on one
(I Get em up)
F-ck it I'm on one
(I Get em up)
I said I'm on one DJ Khaled I'm getting so cold
I aint went this hard since I was 18
Apologize if I say, anything I don't mean
Like whats up with your best friend?
We could all have some fun, believe me
And whats up with these new niggas?
And why they think it all comes so easy But get it while you here boy
Cause all that hype don't feel the same next year boy
Yeah and I'll be right here in my spot with a little more cash than I already got
Trippin off you cause you had your shot
With my skin tanned and my hair long
And my fans who been so patient, me and 40 back to work but we still smell like a vacation
Hate the rumours, hate the bullshit
Hate these fucking allegations, I'm just feeling like the throne is for the taking
Watch me take it! All I care about is money and the city that I'm from
I'ma sip until I feel it, I'ma smoke it till it's done
And I don't really give a f-ck, and my excuse is that I'm young
And I'm only getting older so somebody shoulda told ya I'm on one
Yeah, fuck it, I'm on one
Yeah, I said I'm on one
Fuck it, I'm on one Two white cups and I got that drink
Could be purple, it could be pink
Depending on how you mix that shit
Money to be got, and imma get that shit Cause I'm on one
I said fuck it I'm on one I'm burning purple flowers
It's burning my chest
I bury the most cash and burning the rest
(STUNTIN)
Walking on the clouds, suspended in thin air
(YEAH)
The ones beneath me recognize the red bottoms I wear
(CHECK ME)
Burner in the belt
Move the kids to the hills
(BOSS)
Bend shawty on the sink, do it for the thrill
(WOO)
Kiss you on ya neck and tell ya everything is great
(RIGHT)
Even though I'm out on bond and might be facin' 8
Still running with the same niggas til the death of me
Ever seen a million cash, gotta count it carefully
(HAHA)
Ever made love to the woman of your dreams
(WOO)
In a room full of money out in London
(WOO)
and she screams
(WOO)
Baby, I could take it there
Call Marc Jacobs personally to make a pair
So yeah, we on one, the feeling ain't fair (Khaled)
And it's double M G until I get the chair All I care about is money and the city that I'm from
I'ma sip until I feel it, I'ma smoke it till it's done
And I don't really give a f-ck, and my excuse is that I'm young
And I'm only getting older so somebody shoulda told ya I'm on one
Yeah, fuck it, I'm on one
Yeah, I said I'm on one
Fuck it, I'm on one Two white cups and I got that drink
Could be purple, it could be pink
Depending on how you mix that shit
Money to be got, and imma get that shit Cause I'm on one
I said fuck it I'm on one I walk around the club, fuck everybody
And all my niggas got that Heat I feel like Pat Riley
Yeah, too much money, aint enough money
You know the feds listening, nigga what money?
I'm a maid nigga
I should dust something
You niggas on the bench
Like the bus coming
Ha, aint nothing sweet but the swishas
Um folks might as well say cheese for the pictures
Ohhh, I'm about to go Andre the Giant
You a sell out, but I aint buying
Chop a dissect a nigga like science
Put an end to your world like Mayans
Its a celebration bitches, Mazel Tov
It's a slim chance I fall, olive oil
Tunechi be the name, don't ask me how I got it
I'm killin' these hoes I swear I'm tryna stop the violence All I care about is money and the city that I'm from
I'ma sip until I feel it, I'ma smoke it till it's done
And I don't really give a f-ck, and my excuse is that I'm young
And I'm only getting older so somebody shoulda told ya I'm on one
Yeah, fuck it, I'm on one
Yeah, I said I'm on one
Fuck it, I'm on one Two white cups and I got that drink
Could be purple, it could be pink
Depending on how you mix that shit
Money to be got, and imma get that shit Cause I'm on one
I said fuck it I'm on one I Get'em up
I Get'em up
I Get'em up"
sandra's-rose,drake,"Yeah, no more
Baby, baby, baby, baby, baby, baby, baby
Yeah, no more
Baby, baby, baby, baby, baby, baby, baby, ooh
Yeah Niggas see the crib and ask who did I steal from
Price tags on makin' the world feel some
They don't have enough to satisfy a real one
Maverick Carter couldn't even get the deal done
Niggas scared to come towards us, gotta run from us
Louisville hush money for my young gunners
Rick Pitino, I take 'em to strip clubs and casinos
Stack of c-notes get all you niggas scratched like Preemo
Worms, I just opened up a can of those
My mother had a flower shop, but I was Sandra's rose
Two girls that I rope like Indiana Jones
I make them hoes walk together like I'm Amber Rose
Yeah, fuck that, I got to up the ante
California girls sweeter than pieces of candy
Had me all in Nipsey hood and go link up with Sammy
Type of hood where bandanas make niggas a family
Head on a swivel, I could shoot but I could never dribble
Life too short, I gotta get it 'fore they blow the whistle
My uncle tryna change my energy with stones and crystals
But it's gon' take more than that for me to control my issues
I wasn't made for no casket or no prison cell
Every title doin' numbers like I'm Miss Adele
Sandra knows I pulled us out of a living hell
I'm the chosen one, flowers never pick themselves No more, no more
Baby, baby, baby, baby, baby, baby, baby, yeah
No more, no more
Baby, baby, baby, baby, baby, baby, baby, ooh Niggas want a classic, that's just ten of these
Crime family like the Genovese
You don't want drama, capisce?
My house is full of supermodels just like Mohamed Hadid
I take this shit too serious, you niggas my comic relief
I find it funny how I keep on talkin' and commas increase
I'm standin' at the top of where you niggas are climbin' to reach
I even got my very own initials inscribed on my sheets
Subtle reminders are key, jeez!
Spoiler alert: the second act is tragic
And everyone that wants the worst for me's askin' what happened
Backstabbed so many times I started walkin' backwards
Like Charlemagne, I see the light and see the darkest patches
Bury me and I'll be born again
I walk in godly form amongst the mortal men
I got some real demons across the border fence
And made a note of the mistakes we can't afford again
Like I said, can of worms and I'm the early bird
Niggas want to hang but I'm too busy doin' dirty work
Hit 'em back and say we'll link up on the 33rd
When I say that they cursin' me it ain't dirty words
Church of Pentecost, Holy Spirit synagogue
I don't know who's protectin' me but we hit it off
Sandra's rose, no wonder they tryna' pick me off
I guess you gotta show these niggas who you really are No more, no more
Baby, baby, baby, baby, baby, baby, baby, yeah
No more, no more
Baby, baby, baby, baby, baby, baby, baby, ooh"
good-life,drake,"[feat. Drake & Rock City] [Intro:]
Yeah (Word!)
Yeah man (What?)
(Love me) It's Drizzy baby (Mayday!)
You know what it is, from T-Dot to the world
My man Repstar (Repstar!), T-Williams (Yeah!), Boi-1da [Drake:]
Look,
I know you miss me, go on admit it girl
Cause everything he doing for you, I done did it girl
So call me up late, I know you with it girl
I get a rush from it, knowing you commited girl
Beach front properties, panoramic views
You could probably catch him in Atlanta with his crew
Plus his whole vibe like candles and a pool
Cause he's hot, but you notice how he handles it is cool
The name is Drake dawg, I came here solo
The smell is Dolce, the drawls is Polo
The DJs Future, the clothes is Ransom
The cut's from J-Mac, ya boy is handsome
Pay me now, nigga cash advance him
Y'all don't wanna see me throw no tantrum
We blowing up this year, it's called expansion
Now everybody get to dancing to this, ah [Chorus:]
I'm trying to make sure that you feel right
Cause you already know what it be like
Well dressed for the evening
Party hard like we ain't leaving
Now let's have a toast to the good life (Uh, huh)
Go ahead and keep drinks coming all night
Shoutout to the DJ, now please let me down here tonight
The way this make you feel, say oohhh
Tonight, the way
This make you feel, say oohhh
Toast to the good life [Rebstar:]
My lawyer J-Money, but it's not important
She seen the videos, but she don't know my story
Army greens sneaks, homie GI Jordan
On another time zone, we party 'till the morning
My man looking up to me, he 'bout to sneeze
And she treating me like I be New Year's Eve
Counting down the seconds untill she sees me (5, 4, 3, 2)
One time for the women that wound up with Megan Fox
Two times for the ladies that never use Photoshop
Them other girls, they so vanilla
You gotta suit of Je ne sais quoi
They need to get their French up to part
And, uh, pardon me for asking
Anything I want, I must have it
I make it happen, poof, magic [Chorus:]
I'm trying to make sure that you feel right
Cause you already know what it be like
Well dressed for the evening
Party hard like we ain't leaving
Now let's have a toast to the good life
Go ahead and keep drinks coming all night
Shoutout to the DJ, now please let me down here tonight
The way this make you feel, say oohhh
Tonight, the way
This make you feel, say oohhh (Rock City!)
Toast to the good life... [Rock City:]
To bring life, the infatuation
I'm only a figment of your imagination
When I talk, it's no exaggeration
You won't find another dude quite like me
(Uh, uh) Me and my everything crew
Everything's big, everything's new
Drinks on me, so what you wanna do?
Chill right here and head bop to the groove
Yeah, mine is VI for life
So if you want, we can fly to the VI tonight
Saint Thomas and Saint Royce, Saint John is nice
So girl, just let me know which one you like
(Uh) My plan's not to live it up this year
That's why I shine from my neck to my wristwear
We off, up in the party like we live here
Lights on, everybody's gone, but we still here, yeah [Chorus:]
I'm trying to make sure that you feel right
Cause you already know what it be like
Well dressed for the evening
Party hard like we ain't leaving
Now let's have a toast to the good life
Go ahead and keep drinks coming all night
Shoutout to the DJ, now please let me down here tonight
The way this make you feel, say ohh
Tonight, the way
This make you feel, say oohhh
Toast to the good life"
over-(remix),drake,"I know way too many people right here that I didnt know last year
who the f-ck are yall
I swear it feels like the last few nights weve been everywhere and back
but I just cant remember it all
what am I doing, what am I doing
oh yeah thats right, Im doing me, Im doing me
Im living life right now man
and this what Im do til its over
til its over, its far from over alright, bottles on me
long as Im a drink it
never drop the ball, f-ck yall thinking
making sure the young money ship is never sinking
bout to set it off in this b-tch Jada Pinkett
I shouldnt have drove, tell me how Im getting home
you too fine to be laying down in bed alone
I can teach you how to speak my language Rosetta stone
I swear this life is like the sweetest thing Ive ever known
got to go thriller Mike Jackson on these n-ggas
all I need is a f-cking red jackets with some zippers super good (?) a package of the swishas
I did it over night, it couldnt happen any quicker
yall know them, but f-ck it me either
but point the biggest skeptic out Ill make them a believer
it wouldnt be the first time Ive done it throwing hundreds
when I should be throwing ones b-tch I run it ahh, Uhhh,
one thing bout music when it hits you feel no pain
and I swear I got this sh-t that makes these b-tches go insane
so they tell me that they love me I know
better than that its just game
its just what comes from fame
and Im ready for that Im just saying
I really cant complain, everything is kosher
two thumbs up, even Anne Roper
I really cant see the end getting any closer
but Ill probably still be the man when everything is over
so Im riding through the city with my high beams on
can you see me can you see me get your (?) on
yall just do not fit the picture
turn your widescreen on
if you thinking Imma quit before I die dream on
man they treat me like a legend
am I really this cold
Im really too young to be felling this old
its about time you admit it who you kidding man
nobodys ever done it like I did it
ahh"
talk-up,drake,"Ayy, ayy
Lot of 6's in here tonight
Yeah, yeah, ayy Ten of us, we movin' as one
I'm so proud of who I've become
You might think I've taken some lumps
Only if we talkin' 'bout sums (yeah)
Intentions are pure, they cannot tell me relax
My mentions are jokes, but they never give me the facts
This's and that, can't be ignorin' the stats
Based off of that, they gotta run me the Max
They gotta run me the Max, they gotta double the racks
They had it set up for real, but they didn't come with the slaps
When I heard the shit I was skippin' through that
If I get it trippin', it's no comin' back
I don't understand, these niggas gotta adapt
You know where I'm at, I put the 6 on the map
Your shorty was bent, she wanted to vent
I promise it fell in my lap
My money is young, my problems are old
I promise I'm bridgin' the gap You know what I'm sayin'? (woo!)
Ayy, ayy, yeah
You know what I'm sayin'?
(Gyeah, gyeah, gyeah, gyeah) Niggas provoke, this shit ain't a joke, man, nobody playin'
He's at the top and he's at the top, but nobody stayin'
These niggas around but they ain't around
You know what I'm sayin'?
Say that they down, when they shit is down
You know what I'm sayin'? Yeah, you know what I'm sayin'?
Ayy, ayy, yeah
You know what I'm sayin'? Yo, get close enough to HOV, smell like a kilo still
First album 26, I ain't need no deal
Already a hood legend, I ain't need no shine
First Rollie flooded out, I ain't see no time, woah Stand-up niggas, we only duckin' indictments
Dope boys, off-white, lookin' like soft white on 'em, heh
You know what I'm sayin'?
We in the buildin', we came for a billion, ain't nobody playin'
Live every word that I'm rappin'
Said I lost 90 bricks and it happened
You probably wouldn't believe everything that you seein' right now
If it wasn't live action
I ain't on the 'Gram, they record who I am
God to these dope boys, how do you not be a HOV fan?
I'm what Meech shoulda been
I'm what Supreme didn't become
If Alpo didn't snitch, niggas'd be like Young
I got your President tweetin', I won't even meet with him
Y'all killed X and let Zimmerman live, shhh, s-streets is done You know what I'm sayin'?
Ayy, ayy, yeah
You know what I'm sayin'?"
cameras-/-good-ones-go-interlude,drake,"Word on road, it's the clique about to blow
You ain't gotta run and tell nobody they already know
We've been living on a high, they've been talking on a low
But it's cool, know you heard it all before That's why I asked you are you me, are you me?
Thought you knew about the team, (ay)
That's why I asked you are you me, are you me?
Thought you knew about the team, (ay) Are you me, are you me, what you know about the team
Man these niggas need to stop it they be crowding up the scene
Baby girl you need to stop it all that pride and self esteem
Got you angry about this girl I'm with in all them magazines
Baby she look like a star, but only on camera Only on camera, only on camera
It look like we in love, but only on camera
Only on camera, only on camera
Don't listen to the lies, I swear they all lies
You know I could be your knight in shining Armor All tires
Trying to tell you I'm the one, come and holla at me
Before I'm on the next thing, YMCMB (ah) Ooh finally got you right here,
(Said I finally got my baby
Tonight I'll ease your mind
(Tonight I'll ease your mind)
That's why I'm calling on you,
(Why I'm calling on you)
And ooh soft your loves desire
(Soft your love)
It's hard to stay away
You keep me calling on you
(Oh girl, you keep me calling on you)
(Oh girl, you keep me calling on you) Are you me, are you me,
Thought you knew about the team, (ay)
Are you me, are you me,
Thought you knew about the team, (ay) Are you me, are you me, what you know about the team
You just know what you get told girl I see behind the scene
She spilled whiskey on her shirt, she gonna have to get it cleaned
She been going way too hard, someone has to intervene Baby she look like a star, but only on camera
Only on camera, only on camera
It might look like I care, but only on camera
Only on camera, only on camera
Don't listen to the lies, I swear they all lies
You know I could be your knight in shining Armor All tires
Girl they love me like I'm Prince, like the new kid with the crown
Bunch of underground kings, thought you knew how we get down (ah) Ooh finally got you right here,
(Said I finally got my baby)
Tonight I'll ease your mind
(Tonight I'll ease your mind)
That's why I'm calling on you,
(Why I'm calling on you)
And ooh soft your loves desire
(Soft your love)
It's hard to stay away
(Stay away)
You keep me calling on you
(Oh, girl you keep me calling on you) Are you me, are you me, thought you knew about the team ay
Are you me, are you me, thought you knew about the team ay Summer's mine
I swear I said about a hundred times, I'm gonna need it back
I wish that you would come and find me
Just to tell me that I haven't changed, girl I needed that from you
I'm getting money just taking care of me, girl
I'm spending time just taking care of me right now
I'm getting money just taking care of me, girl
Cause you'd be tired of taking care of me by now
But the good ones go
The good ones go, if you wait too long
But the good ones go
The good ones go, if you wait too long
So you should go
You should go, before you stay too long
Don't you go getting married, don't you go get engaged
I know you're getting older, don't have no time to waste
I shouldn't be much longer but you shouldn't have to wait
Can't lose you, can't help it, I'm so sorry, I'm so selfish
Uh, uh, I've been chilling in the city where the money's thrown high and the girls get down
In case you're starting to wonder why my new shit's sounding so H-town
But when it's all done, baby, I'm yours if you're still around
She knows, she knows, she knows
But the good ones go
The good ones go, if you wait too long
But the good ones go
The good ones go, if you wait too long
So you should go
You should go, before you stay too long"
